"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.694007258163765,0.498045464977622,0.587800545152277,0.142124531557783,0.505683493800461,0.319160816026852,0.506826760014519,0.875087569234893,0.100113803287968,0.662950181867927,0.288843397283927,0.920765463262796,0.936307863797992,0.551833674078807,0.00326160690747201,0.841072734445333,0.965236393734813,0.508481333497912,0.7934132325463,0.669167924905196,0.868063320172951,0.996503579197451,0.0982534778304398,0.19799791672267,0.953089554328471,0.399842657148838,0.264147095615044,0.250586143927649,0.224440223304555,0.281617564149201,0.282834582496434,0.708919023862109,0.7755833780393,0.282921049743891,0.0459788737352937,0.717289865249768,0.0162411755882204,0.295731763355434,0.132780933752656,0.870535706635565,0.639738169731572,0.338102675508708,0.568933801027015,0.506452061701566,0.307145765051246,0.811428782064468,0.894727260805666,0.122586959507316,0.680480503942817,0.365613035392016
0.473687236662954,0.30953794484958,0.926080941222608,0.506119460333139,0.168316307244822,0.397106140851974,0.334477577125654,0.157366404077038,0.18832837510854,0.00364693463779986,0.657309113303199,0.634665290825069,0.798993108561262,0.636216104030609,0.248585968278348,0.714128563413396,0.878174271434546,0.714544205693528,0.948692764621228,0.473768738796934,0.443475692998618,0.295077867340297,0.233032818417996,0.0898845586925745,0.943192056845874,0.67622199608013,0.496455018408597,0.73420084011741,0.154259442351758,0.534190631238744,0.942105466267094,0.50459854141809,0.0332713979296386,0.240762470290065,0.445136977126822,0.636893028859049,0.872448530280963,0.249030022416264,0.813522350275889,0.713993450626731,0.990999267669395,0.338241175981238,0.725320401601493,0.322924202308059,0.421224150806665,0.685647748643532,0.451381134567782,0.00105972168967128,0.358903779881075,0.663402303587645
0.419811954023317,0.361608139239252,0.0430953274480999,0.0968638386111706,0.651389801409096,0.433875311398879,0.75269632297568,0.376617238856852,0.600946856895462,0.216385112842545,0.0913157942704856,0.303527460433543,0.901647520484403,0.399948771344498,0.498855222016573,0.16652705008164,0.0275682813953608,0.606771843740717,0.43643735582009,0.571179643506184,0.460511196171865,0.874613056890666,0.142554136691615,0.0457848177757114,0.536375018768013,0.0190194866154343,0.948872813256457,0.971644683042541,0.437339244876057,0.274075651774183,0.612834022147581,0.715447028167546,0.721647397149354,0.188206457998604,0.958019933896139,0.044025749200955,0.634162605507299,0.777863103197888,0.9628465550486,0.36611463339068,0.246767030330375,0.946496554417536,0.841918943217024,0.873283587628976,0.353716214653105,0.568118118215352,0.869567574001849,0.623754729283974,0.342507280176505,0.991276276530698
0.213273250265047,0.801192828221247,0.578155353898183,0.63536698766984,0.0450084921903908,0.070433456916362,0.849264617543668,0.348578314296901,0.615072350250557,0.93471792456694,0.186988319270313,0.629023417364806,0.955779982265085,0.112461814656854,0.0205685978289694,0.93790994072333,0.245445182546973,0.902128581190482,0.717219548067078,0.512023624498397,0.451577436178923,0.60795535822399,0.200203785905614,0.559085719054565,0.21523938793689,0.694294549524784,0.0694055010098964,0.734334950568154,0.538103239843622,0.563306287163869,0.85646304814145,0.662846178514883,0.748200421687216,0.549040557118133,0.299683910328895,0.425547995837405,0.353049122262746,0.516241084085777,0.578382394975051,0.484132371610031,0.326787519967183,0.0357306669466197,0.700604683719575,0.408688428346068,0.535001081414521,0.735318343155086,0.828286814736202,0.512695698300377,0.894420936470851,0.0806755740195513
0.832120439037681,0.706540549872443,0.16619415092282,0.261456368025392,0.252852036617696,0.522740536136553,0.516669563483447,0.285101241897792,0.120950415497646,0.606149191269651,0.805260243359953,0.296528646489605,0.401512827724218,0.920133637497202,0.426433874294162,0.805324319750071,0.435496885329485,0.315003756899387,0.174551204778254,0.369278931291774,0.420780168147758,0.298101480584592,0.800189984962344,0.237520661903545,0.468988594599068,0.214549872325733,0.49498142185621,0.644176993519068,0.964015688979998,0.311547052115202,0.937382470117882,0.856175132095814,0.44930874183774,0.0584617801941931,0.559701177291572,0.588391172001138,0.594044870464131,0.567119660554454,0.0149852363392711,0.947079084347934,0.548395509133115,0.584840859752148,0.703123942483217,0.075377892004326,0.634712698170915,0.790521695278585,0.874248829204589,0.941864950116724,0.590502523584291,0.833038702839985
0.820177381392568,0.251185264904052,0.647851638495922,0.490548218833283,0.808724967064336,0.877294525736943,0.683649645885453,0.869158170651644,0.884086655918509,0.147681323811412,0.844176040263847,0.649317656643689,0.307768379803747,0.707963214721531,0.458683118456975,0.00315962661989033,0.34437766764313,0.864113867981359,0.277037317631766,0.824799428228289,0.376546239480376,0.854274450801313,0.0821785645093769,0.485920836916193,0.916922473115847,0.322618013247848,0.447291523450986,0.260687182191759,0.371104926336557,0.0355146240908653,0.624898520065472,0.733431516448036,0.173492748523131,0.040994712151587,0.533795198891312,0.22734714532271,0.714439241215587,0.339728025952354,0.656767564360052,0.804788908455521,0.703229879727587,0.210315627045929,0.146280880318955,0.99372319644317,0.859437761362642,0.841129333944991,0.455533451167867,0.158407081151381,0.30285163084045,0.277689553797245
0.797096752328798,0.824940962484106,0.67810592520982,0.410384979331866,0.392129237996414,0.168501341715455,0.846289778361097,0.232848598388955,0.624865921447054,0.883047005394474,0.69151013228111,0.041064063552767,0.427110270597041,0.28170177899301,0.15655507799238,0.0464139566756785,0.111387888900936,0.534845218295231,0.393929632147774,0.126447174930945,0.407749372301623,0.614715421106666,0.164400972891599,0.973143637413159,0.754013154190034,0.331031254958361,0.143686656374484,0.611714185914025,0.249902081675828,0.144415179267526,0.326440915931016,0.0841604436282068,0.628480994841084,0.77088326192461,0.562339390162379,0.0459507030900568,0.0985804158262908,0.38971471786499,0.296776132658124,0.155092142987996,0.282645979896188,0.344312587054446,0.31193037959747,0.928693738300353,0.439888835884631,0.376910810125992,0.230508404085413,0.974264313234016,0.955813247710466,0.229718845104799
0.439792743884027,0.867981830146164,0.345854493789375,0.119255438446999,0.753415423445404,0.492015644675121,0.481697375420481,0.77874244726263,0.395793851232156,0.249955301405862,0.921436294913292,0.697859424632043,0.705012408085167,0.157691397471353,0.109289346728474,0.558445427799597,0.0657566555310041,0.989627477247268,0.973846406443045,0.980493102455512,0.556737926788628,0.680899582337588,0.0758816809393466,0.305286890594289,0.729985088575631,0.102375481277704,0.669898401247337,0.880581836681813,0.484270066022873,0.0275418830569834,0.0806616356130689,0.554207758512348,0.646894094534218,0.00915054581128061,0.383373409742489,0.634724043309689,0.929810599423945,0.293317629722878,0.360132802976295,0.989796180976555,0.307597631355748,0.831267749657854,0.852237060898915,0.654808797407895,0.716995644848794,0.94255328993313,0.823628748999909,0.307921720901504,0.426210962468758,0.630741722183302
0.0153924270998687,0.468823605915532,0.627666318090633,0.480597985908389,0.853061334695667,0.806600593961775,0.622844996629283,0.329966037068516,0.690888770157471,0.868843535427004,0.356295713922009,0.444437535945326,0.570273034274578,0.142808270407841,0.257969344733283,0.432730848202482,0.424230490112677,0.926677743438631,0.05896389298141,0.798125722445548,0.0756115657277405,0.692802424309775,0.58158979518339,0.025119561702013,0.039410988567397,0.91893764375709,0.743507001549006,0.63255595555529,0.851827776059508,0.959337140899152,0.0477093756198883,0.154784803045914,0.946191160008311,0.16248402162455,0.415942457970232,0.204299670178443,0.183718821499497,0.30581066571176,0.0510270865634084,0.714050536043942,0.467216711258516,0.447490173159167,0.355677031213418,0.702881764853373,0.886267381254584,0.503979108761996,0.017341896193102,0.885263056727126,0.508094840450212,0.889778017764911
0.316585497464985,0.0982492289040238,0.624588100239635,0.118154016323388,0.976770478533581,0.471131161786616,0.499018475646153,0.306261933874339,0.318871164228767,0.530046635074541,0.519434571266174,0.100656075635925,0.946902251802385,0.0617843181826174,0.133968665264547,0.304112087469548,0.162606335710734,0.971752408426255,0.335345969069749,0.342097794869915,0.21242555254139,0.776032851310447,0.0412983645219356,0.3021867913194,0.871775811072439,0.101917085936293,0.663767869584262,0.895016298396513,0.19441744312644,0.064873204799369,0.793310651788488,0.074460465926677,0.0539182410575449,0.0669840218033642,0.221891556400806,0.314918029354885,0.362253005383536,0.770147703588009,0.848703164374456,0.201329547679052,0.903801317326725,0.553620988037437,0.53898685076274,0.716861569555476,0.766983726993203,0.484046822646633,0.91471026558429,0.252311644610018,0.0353477923199534,0.240119478665292
