"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.139221787918359,0.24016248434782,0.320061893668026,0.302107990020886,0.115768415853381,0.998799711000174,0.50061547383666,0.208245743764564,0.789505433756858,0.377368754707277,0.553409395273775,0.760319617576897,0.294795290799811,0.180903072003275,0.500256192404777,0.206112765241414,0.510850258404389,0.127670549787581,0.343430033419281,0.222866469994187,0.885831121355295,0.474209798732772,0.362354144454002,0.627241683891043,0.571643613744527,0.500567773822695,0.70068195159547,0.887667729053646,0.414351586252451,0.0609960830770433,0.493176145944744,0.67768924171105,0.0039985403418541,0.867493764963001,0.0373423497658223,0.325725995702669,0.141454290831462,0.995907449163496,0.257268261862919,0.111865627812222,0.419563503004611,0.48932904144749,0.742422895738855,0.155009490204975,0.354913090588525,0.63862273353152,0.93919966253452,0.953867284115404,0.649620751384646,0.716186919715255,0.477201078785583,0.761062680976465,0.347426603781059,0.539197709411383,0.66205091192387,0.44334433064796,0.408572342945263,0.901423392584547,0.868817068869248,0.219013020861894,0.817172289825976,0.0946285747922957,0.601665334776044,0.36948095378466,0.6399338808842,0.80057585076429,0.944162473548204,0.122582619776949,0.95877031609416,0.238471199991181,0.60231720819138,0.175010774517432,0.479532249970362,0.597722730599344,0.828546087490395,0.915220379130915,0.854590233648196,0.437151672318578,0.320223500020802,0.350626719882712,0.992799047846347,0.734112932346761,0.484273618785664,0.303073404124007,0.175770483911037,0.475553899072111,0.766896441578865,0.23361416417174,0.673891646787524,0.913119070697576,0.103313686093315,0.243256095331162,0.668506946414709,0.109076079679653,0.0996441594325006,0.882635260466486,0.923974870471284,0.371206114767119,0.340563617646694,0.00150602008216083
0.427475013770163,0.352873557014391,0.133721713442355,0.283424339257181,0.658796784700826,0.55923517793417,0.0132096689194441,0.426724260905758,0.309208616381511,0.0415937406942248,0.495755593292415,0.15219405782409,0.299599547171965,0.219871713314205,0.220015466446057,0.593522336799651,0.84518640418537,0.94034919096157,0.292896220693365,0.106724967481568,0.383108017966151,0.186286639655009,0.756291203433648,0.0198966402094811,0.61579953157343,0.245774234645069,0.999858268070966,0.241307490505278,0.000385124003514647,0.786184452706948,0.902168409433216,0.653336570598185,0.173387034097686,0.531512574292719,0.687641332158819,0.535661592381075,0.371407888364047,0.251305210404098,0.426635089796036,0.58067350788042,0.907956227194518,0.10976717970334,0.477231551893055,0.196638584369794,0.138496690196916,0.225397943751886,0.38014711253345,0.413511336315423,0.197098888689652,0.180484283249825,0.703290300210938,0.391899229027331,0.57315084617585,0.393547493964434,0.144872152945027,0.862554926658049,0.749302059412003,0.14651217777282,0.63972675614059,0.933274632086977,0.0101730960886925,0.773891233373433,0.305820394074544,0.467819638317451,0.0821055257692933,0.00627205311320722,0.924679656513035,0.727198605891317,0.702916408190504,0.50559640978463,0.0760809388011694,0.435901507502422,0.531854191562161,0.198182672262192,0.408657813910395,0.0675939705688506,0.658461690647528,0.466498671565205,0.675249249441549,0.158042364753783,0.906351372366771,0.00536164385266602,0.723465399583802,0.710611520567909,0.544121206738055,0.160763538675383,0.623444474767894,0.291571935173124,0.814565605483949,0.18942256574519,0.143430289579555,0.775614175247028,0.506346015492454,0.756594842066988,0.764864228665829,0.919753013178706,0.440592641476542,0.0643046058248729,0.55978151736781,0.414502696599811
0.886002807877958,0.47476614266634,0.604679680429399,0.396334667457268,0.66103079286404,0.870017180917785,0.674519864842296,0.581094580935314,0.082740280078724,0.326512553729117,0.675507904961705,0.295150344958529,0.614779875613749,0.0513291885145009,0.542532622348517,0.981491376413032,0.745287459343672,0.161569506395608,0.610259298002347,0.929569392465055,0.716209919890389,0.68324446468614,0.298235622234643,0.722575885010883,0.829629144631326,0.897256751311943,0.847035743761808,0.0494684227742255,0.300356141058728,0.343819169793278,0.00488953432068229,0.764691454358399,0.585230404976755,0.773404952837154,0.768726054346189,0.992010538233444,0.167458966374397,0.622527412604541,0.316041477490216,0.0601711990311742,0.645693756639957,0.66121296887286,0.225586032494903,0.080868378514424,0.436011158395559,0.852985879871994,0.104590437142178,0.868479487486184,0.557973303133622,0.80348596163094,0.36037851171568,0.252034965436906,0.346523754298687,0.946081679314375,0.982259577373043,0.990696886787191,0.385819877730682,0.459258884191513,0.375765083590522,0.511501378379762,0.10415498027578,0.844535348704085,0.151973934145644,0.353676052531227,0.485244170296937,0.673500956967473,0.14951239246875,0.722138706361875,0.708891257410869,0.50800564722158,0.580375675112009,0.475984017830342,0.887102549662814,0.476763952756301,0.516630987636745,0.222603756468743,0.159676961833611,0.857541197678074,0.0228467201814055,0.496584086446092,0.476907020900398,0.304588137194514,0.2937707148958,0.0426827704068273,0.533493687864393,0.880143780494109,0.549412987893447,0.273917152546346,0.208009009482339,0.0286485271062702,0.457548501435667,0.0812800042331219,0.303100015269592,0.087854651035741,0.0110638916958123,0.716631920076907,0.99062754586339,0.737489253049716,0.243910616496578,0.536178736714646
0.952340452931821,0.821789786219597,0.651806349866092,0.0491230830084532,0.737691147951409,0.482209009118378,0.714756305096671,0.21578744915314,0.512920196400955,0.98267138004303,0.0929481852799654,0.348125240765512,0.813679921673611,0.509268175810575,0.385212717112154,0.074839893495664,0.734318882925436,0.725386146688834,0.750224104616791,0.773279801709577,0.578516435809433,0.0083786582108587,0.978854450630024,0.563182516722009,0.891747448127717,0.502335956320167,0.376388765871525,0.395879166666418,0.125760400434956,0.545148204313591,0.823459656210616,0.200678989524022,0.2530821650289,0.657151064136997,0.440907168202102,0.20747510693036,0.725213249213994,0.095839700428769,0.947866056580096,0.208457361208275,0.108871260890737,0.642861625179648,0.91949509549886,0.940887082135305,0.228000560309738,0.516189782414585,0.519477331079543,0.728308727499098,0.23251863475889,0.364806744270027,0.273642275715247,0.234504378400743,0.81611410039477,0.340126271592453,0.0844642918091267,0.650050853844732,0.569157921010628,0.82598584331572,0.531737478915602,0.962280684150755,0.393013973720372,0.895929879276082,0.915349155198783,0.918418866815045,0.00230619171634316,0.0235571158118546,0.89807629166171,0.960177423432469,0.843120255041867,0.023102997103706,0.51548711466603,0.567412722157314,0.762669265968725,0.0838997168466449,0.838911578990519,0.361479573417455,0.266057163942605,0.879283750895411,0.183532452909276,0.92199071822688,0.889195511350408,0.511694765649736,0.509312120499089,0.308573185233399,0.391234838170931,0.989014354767278,0.86115328152664,0.155884400708601,0.259186863200739,0.41656309296377,0.00839600479230285,0.0252493638545275,0.639968670904636,0.515670543303713,0.671414549462497,0.233187477104366,0.778054602677003,0.757293560774997,0.134952858556062,0.606871660333127
0.476085121044889,0.134089403087273,0.709579904796556,0.127726705977693,0.375417155213654,0.876259298296645,0.686314795631915,0.122003008145839,0.705546693410724,0.762751851929352,0.624741421081126,0.476225033169612,0.453892816323787,0.527876121923327,0.597772147739306,0.64086776226759,0.649350174237043,0.538372298469767,0.139335220213979,0.0456279912032187,0.944858733564615,0.750833438942209,0.909171167062595,0.128200605977327,0.81927193631418,0.479471676517278,0.19244166649878,0.250789581565186,0.73670132807456,0.898678528843448,0.854845389956608,0.223246226320043,0.0181070272810757,0.245074196951464,0.804546711966395,0.824910112190992,0.277564703021199,0.890914041781798,0.00346268923021853,0.940969340037555,0.463108065770939,0.492864510510117,0.286854019388556,0.360244930023327,0.653320950223133,0.329146790318191,0.240376244997606,0.298960581654683,0.64878813480027,0.135382324457169,0.774624841287732,0.683980218600482,0.913108202395961,0.560312486486509,0.504903667140752,0.0492763067595661,0.119911967543885,0.796064976369962,0.735705846687779,0.866733989212662,0.28655744693242,0.953466716222465,0.841952200513333,0.206494005164132,0.488063158933073,0.647157076746225,0.856571395648643,0.337441215291619,0.446262521203607,0.58567687147297,0.500539235305041,0.653303952654824,0.698517289711162,0.482693724101409,0.0101593076251447,0.3480202218052,0.66428519692272,0.768450013129041,0.0591498829890043,0.0648683924227953,0.149610371794552,0.00963990297168493,0.735409810440615,0.0939267040230334,0.255692158360034,0.732034359592944,0.995203698985279,0.193546726834029,0.50545987393707,0.557102406863123,0.291966415243223,0.287876952672377,0.494178550550714,0.563173512928188,0.361895201727748,0.0355939890723675,0.675578909227625,0.509891606401652,0.47099160333164,0.619756781961769
0.473124698735774,0.625776692526415,0.548630731878802,0.380148782627657,0.757335911970586,0.7599276304245,0.466602513333783,0.600652828114107,0.814374857116491,0.121458541601896,0.447672974783927,0.87887241342105,0.298289441270754,0.148736647097394,0.00353322387672961,0.104016084689647,0.476885255658999,0.579668239690363,0.947791820392013,0.70807595225051,0.144668941153213,0.330270112957805,0.362663102336228,0.92138964147307,0.617515937425196,0.437556409044191,0.0744837513193488,0.591026535257697,0.995796795934439,0.776183050824329,0.612426497973502,0.822920446051285,0.448009543819353,0.540942305698991,0.0350362688768655,0.636441958369687,0.50232171965763,0.440999630838633,0.965058603789657,0.331514954334125,0.387577431509271,0.632652595173568,0.729412997839972,0.909160021692514,0.488834671676159,0.0677398242987692,0.964129754109308,0.473144539166242,0.580075060250238,0.334935577120632,0.12411583121866,0.604895771015435,0.779582560062408,0.738886347040534,0.170989125035703,0.686249957187101,0.836182128638029,0.0859271544031799,0.839633727679029,0.817869507940486,0.7076916184742,0.949164192657918,0.337945395382121,0.748776814201847,0.381275718100369,0.534130106214434,0.657987177139148,0.939444742165506,0.479114281013608,0.974136418662965,0.454582364996895,0.4859559815377,0.216365576954558,0.1488937062677,0.839100294513628,0.0981765675824136,0.178705120459199,0.200957437511533,0.011577631579712,0.659648164408281,0.385463807964697,0.755894276313484,0.357604779070243,0.419370501302183,0.163952605100349,0.873707828344777,0.467189400689676,0.0406297149602324,0.276843975298107,0.867567769484594,0.261709572514519,0.417554450687021,0.447298909304664,0.757861730409786,0.37427997472696,0.089340342907235,0.54689096705988,0.784526128554717,0.582662951899692,0.919152200222015
0.254630615701899,0.570218085311353,0.603739557322115,0.06806953670457,0.681738102110103,0.427413419121876,0.398139191791415,0.96497397008352,0.264039067085832,0.547407506965101,0.281702255830169,0.905288379173726,0.493714658077806,0.912907350808382,0.237673778086901,0.833675947971642,0.251095087267458,0.405297333840281,0.646211539395154,0.78140809899196,0.829153966391459,0.172636263072491,0.254405720625073,0.48922996642068,0.853035190841183,0.606920704245567,0.104509118478745,0.0172628727741539,0.806146052200347,0.084770058048889,0.479800035012886,0.0422157919965684,0.445461172843352,0.458623381797224,0.420470866374671,0.3821503049694,0.479041952872649,0.320373580325395,0.767567120725289,0.057616822887212,0.368714216398075,0.849274679087102,0.834568155696616,0.295244828332216,0.169103948399425,0.547725537093356,0.542646264890209,0.980502550723031,0.763747143791988,0.191385444952175,0.980878859059885,0.878222714411095,0.429432570235804,0.702474369900301,0.245545622427016,0.499821176752448,0.059003931004554,0.227710966952145,0.000491062412038445,0.372492272406816,0.529425114393234,0.583809688687325,0.874341271584854,0.052895636530593,0.312821502331644,0.565824798773974,0.978496396681294,0.34980845823884,0.718630569288507,0.264415724668652,0.907794565660879,0.831126361619681,0.136219220003113,0.802416605642065,0.685567068634555,0.334669474512339,0.18009097292088,0.23477801354602,0.741571573540568,0.822259821929038,0.529993169009686,0.101584566757083,0.769648277433589,0.790078899823129,0.120472841663286,0.642454771790653,0.645753727527335,0.545121336122975,0.709893082035705,0.0930837569758296,0.755031207110733,0.92077981447801,0.840509373694658,0.189527897862718,0.355885662836954,0.347267948556691,0.958565694512799,0.123639066936448,0.591648605884984,0.0514951765071601
0.825536952121183,0.281784403370693,0.83491951553151,0.50367951230146,0.511173571227118,0.820523053407669,0.421375408302993,0.625972576905042,0.95753432600759,0.0600540812592953,0.486835111863911,0.861286576604471,0.985427771462128,0.706322940299287,0.779391132760793,0.608694084454328,0.0156104303896427,0.220831156009808,0.558916539885104,0.462384993676096,0.55902686342597,0.797217493411154,0.415390899404883,0.279316329630092,0.107720786007121,0.242445470066741,0.673914959421381,0.118847841396928,0.722706236643717,0.597636986291036,0.468028991948813,0.0888017797842622,0.305313753895462,0.952859968645498,0.921452835667878,0.349159926641732,0.701563609531149,0.00377434981055558,0.31035070749931,0.962923127925023,0.307242379290983,0.796545815421268,0.499021905008703,0.79703094647266,0.738200954627246,0.188131413189694,0.664964704075828,0.23542317841202,0.636165340198204,0.752917490666732,0.086792895803228,0.879808707628399,0.535360993817449,0.280535443453118,0.440826884238049,0.0307444361969829,0.879736025584862,0.218887066235766,0.00982362637296319,0.888457481283695,0.538065555738285,0.0498439874500036,0.101897014072165,0.619198662461713,0.445571767399088,0.189464847091585,0.792799385264516,0.404972309013829,0.858472165185958,0.258092699339613,0.929191954201087,0.567796198185533,0.629306056303903,0.11052413797006,0.82615542714484,0.124062048038468,0.765191225800663,0.740942040225491,0.910307950805873,0.927271202672273,0.565892019541934,0.163571872049943,0.431402658810839,0.62384314252995,0.534632101655006,0.839546682080254,0.724747632397339,0.0518578654155135,0.282436181558296,0.434590465622023,0.960140241775662,0.6101816855371,0.205763163743541,0.699755472131073,0.295275446493179,0.733711529523134,0.995399240637198,0.883190617663786,0.33060326334089,0.085628264117986
0.307823886629194,0.911380163161084,0.496868050657213,0.710555904079229,0.533055977663025,0.306112243328243,0.587069196626544,0.25761530874297,0.00163291860371828,0.470645763911307,0.855991766322404,0.876125599723309,0.191992465173826,0.893897903617471,0.971251565031707,0.971524318447337,0.197158246068284,0.668157770531252,0.0910214253235608,0.515733303269371,0.939288955880329,0.728793115122244,0.214253102662042,0.327183889457956,0.363198453793302,0.0480602527968585,0.581927514635026,0.334513818612322,0.236103013157845,0.869351265253499,0.077684668591246,0.210872473428026,0.599957866827026,0.450796610908583,0.436303362017497,0.660163514781743,0.379071986302733,0.887216173810884,0.965102501213551,0.122547453269362,0.851594713516533,0.772556212497875,0.0217613785061985,0.857423223322257,0.0848951262887567,0.522782372776419,0.256442981772125,0.510849820449948,0.92149724275805,0.461099365726113,0.31233550934121,0.781046264339238,0.698614090913907,0.543778702383861,0.957882463932037,0.607651194091886,0.86162898899056,0.286558338673785,0.647825798252597,0.866809034952894,0.88198557170108,0.209354205988348,0.201996453572065,0.654989048838615,0.524076161673293,0.48740593274124,0.494537985185161,0.870119186351076,0.168900849297643,0.728546016616747,0.956993775675073,0.941161967813969,0.850356908282265,0.834824203280732,0.760616831714287,0.430636315373704,0.798142573796213,0.980865905294195,0.997597493929788,0.597607183735818,0.771844923263416,0.674614561023191,0.554294988745824,0.345346227288246,0.367935150628909,0.914707667892799,0.280407940968871,0.87691241200082,0.247895730426535,0.743622253416106,0.959036864107475,0.0892466988880187,0.772346879355609,0.662748991278931,0.336255855858326,0.683310561114922,0.525135884992778,0.287266631610692,0.652554994914681,0.474241055781022
0.649416983826086,0.924444476142526,0.461053485749289,0.600016367156059,0.945974531583488,0.479028828209266,0.585389857180417,0.659140628296882,0.473318786825985,0.835739952744916,0.0228249605279416,0.986471609678119,0.022875628201291,0.460202018497512,0.681714710546657,0.167861218098551,0.544188422383741,0.553167434409261,0.392972876317799,0.395064146956429,0.367376008536667,0.0212390432134271,0.0836745062842965,0.0421803353819996,0.878856570459902,0.795369099359959,0.496268736664206,0.392491863574833,0.701719717355445,0.313912732293829,0.279956840910017,0.339999610790983,0.93481963314116,0.97924825293012,0.870877336710691,0.416363743133843,0.569532008841634,0.838568400358781,0.545709957834333,0.431276786606759,0.597628416726366,0.660163702676073,0.743317197775468,0.939501265529543,0.150672465795651,0.700347639387473,0.401659765979275,0.806868048850447,0.0166596367489547,0.549967787461355,0.033260639058426,0.997472634771839,0.860797337489203,0.656338759930804,0.253266368061304,0.338435381185263,0.595702961320058,0.203475277172402,0.574979665922001,0.233514611376449,0.0373282341752201,0.213301015552133,0.877587677212432,0.760096017504111,0.527981279185042,0.322836617939174,0.590570183470845,0.54576180037111,0.731649160850793,0.469970624428242,0.785204338375479,0.714315782301128,0.998041038168594,0.809925697743893,0.978520988021046,0.85620721266605,0.552011922700331,0.118063407717273,0.405538796912879,0.0603133980184793,0.305591416778043,0.90563957253471,0.496287614339963,0.833961819298565,0.658947875723243,0.957015215186402,0.250220006098971,0.0201337458565831,0.373008808819577,0.479988857638091,0.229515695013106,0.370438617654145,0.781930916709825,0.614314984064549,0.0617068652063608,0.791054603876546,0.771201672963798,0.741109241498634,0.417459750315174,0.248342717299238
